FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
0100429,02,1,01,9,9,9,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,01,002,0000044,502
0100429,03,1,04,1,2,1,2,3,2,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000044,1067
0100429,04,1,01,2,2,2,1,4,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,002,0000044,267
0100429,05,1,03,1,1,1,2,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000044,1334
0100438,01,1,01,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000045,646
0100438,02,1,01,2,2,2,2,4,5,3,1,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000045,304
0100438,03,1,05,9,9,9,3,2,4,3,1,3,3,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,01,001,0000045,1615
0100438,04,1,03,1,1,1,3,4,4,3,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,01,001,0000045,969
0100438,05,1,02,2,2,2,3,3,4,4,3,5,3,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,01,001,0000045,1824
0100442,02,1,01,2,2,2,2,3,3,2,2,3,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000046,765
0100442,03,1,01,9,9,9,9,3,5,4,1,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000046,765
0100442,04,1,01,2,2,2,3,2,5,2,2,2,2,5,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000046,1020
0100442,05,1,02,2,1,2,3,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000046,720
0100450,04,1,02,1,1,2,2,4,5,4,4,4,2,5,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,01,003,0000047,660
0100450,05,1,02,2,1,1,2,4,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,003,0000047,1051
0100454,01,1,03,1,1,1,3,4,2,4,2,1,2,4,3,1,1,1,2,1,2,1,4,3,3,2,2,2,2,2,2,01,001,0000048,847
0100454,02,1,04,2,2,2,3,3,5,3,3,1,2,5,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,01,001,0000048,1063
0100454,03,1,05,1,1,1,2,4,2,2,2,1,2,2,3,3,2,3,2,1,2,2,1,3,2,2,2,2,2,2,2,01,001,0000048,1328
0100454,04,1,04,1,1,1,2,4,4,3,3,5,3,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,01,001,0000048,1129
0100454,04,2,02,1,1,1,2,4,5,4,4,4,4,5,2,3,2,2,3,1,3,3,2,3,2,2,1,2,2,2,2,01,001,0000048,531
0100454,05,1,07,1,1,1,2,4,3,3,3,2,2,5,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,01,001,0000048,1860
0100455,01,1,01,1,2,2,2,3,5,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000049,538
0100455,02,1,02,2,1,2,2,2,5,4,2,1,3,5,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,01,001,0000049,538
0100455,02,2,02,1,1,1,1,4,4,2,2,1,1,5,1,1,1,1,1,4,1,1,1,1,1,2,2,2,2,2,2,01,001,0000049,538
0100455,03,1,01,1,2,2,3,3,3,5,3,5,3,1,1,1,3,2,1,3,1,2,1,1,1,2,2,2,2,2,2,01,001,0000049,286
0100455,04,1,01,2,1,2,2,4,3,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,001,0000049,1143
0100455,05,1,01,2,1,1,4,1,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000049,269
0100459,02,1,01,2,2,2,9,2,5,2,2,5,4,5,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000050,495
0100459,04,1,01,2,1,2,3,4,3,3,3,5,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,01,001,0000050,526
0100459,05,1,03,1,1,1,3,4,2,2,1,1,1,1,2,3,2,3,2,2,4,1,2,3,3,2,2,2,2,1,2,01,001,0000050,743
0100492,02,1,01,2,2,2,1,3,2,1,1,5,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,01,002,0000051,192
0100492,03,1,02,2,2,2,2,4,5,9,4,3,3,5,3,3,1,3,3,3,2,1,3,3,1,2,2,2,2,2,2,01,002,0000051,361
0100492,04,1,02,2,2,2,2,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000051,361
0100492,05,1,01,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,01,002,0000051,192
0100507,01,1,01,1,1,1,2,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,003,0000052,1245
0100507,02,1,02,1,1,1,2,2,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000052,1172
0100507,03,1,01,1,1,2,3,3,2,3,2,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,01,003,0000052,293
0100507,04,1,01,2,2,2,3,4,4,4,3,3,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,01,003,0000052,1245
0100507,05,1,05,1,2,2,2,3,2,5,5,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000052,1557
0100525,01,1,01,2,2,2,9,4,5,3,3,2,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,01,002,0000053,559
0100525,02,1,02,1,2,2,3,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,4,1,1,2,2,2,2,2,2,01,002,0000053,891
0100525,03,1,02,1,1,9,3,3,5,2,1,1,1,5,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,01,002,0000053,559
0100525,04,1,02,1,1,1,3,4,4,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000053,559
0100525,05,1,02,9,9,2,4,4,4,4,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000053,891
0100528,01,1,02,2,2,1,2,4,4,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,810
0100528,02,1,01,1,1,1,3,4,3,3,9,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,287
0100528,03,1,03,1,1,2,3,4,4,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,1147
0100528,04,1,01,1,1,1,3,4,5,4,4,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,540
0100528,04,2,02,1,1,2,3,4,5,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,540
0100528,05,1,01,2,2,2,3,4,4,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000054,1434
0100554,01,1,01,2,2,2,2,4,4,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000055,836
0100554,02,1,02,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000055,557
0100554,03,1,03,1,1,1,4,3,4,4,4,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,01,001,0000055,1184
0100554,05,1,02,1,1,1,3,4,1,2,1,1,3,1,3,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,01,001,0000055,557
0100556,01,1,02,1,1,1,4,4,4,4,4,2,3,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,001,0000056,532
0100556,03,1,03,1,1,2,3,3,3,5,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000056,798
0100556,04,1,02,2,1,2,3,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000056,532
0100556,05,1,04,1,1,2,2,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000056,1413
0100560,01,1,02,1,1,1,2,3,4,4,3,2,2,2,1,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,01,002,0000057,1124
0100560,02,1,02,1,1,1,3,2,5,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000057,529
0100560,03,1,02,1,1,2,4,4,4,3,2,2,3,2,2,3,1,2,2,1,2,3,2,3,2,2,2,2,2,2,2,01,002,0000057,1058
0100560,05,1,01,1,1,2,2,4,4,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000057,562
0100586,01,1,01,2,2,2,9,4,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,01,003,0000058,328
0100586,02,1,02,2,2,2,2,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000058,656
0100586,03,1,02,2,2,2,1,2,4,5,2,2,2,2,2,2,2,2,2,3,3,3,1,3,2,2,2,2,2,2,2,01,003,0000058,697
0100586,04,1,02,1,1,1,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,003,0000058,656
0100586,05,1,01,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,01,003,0000058,328
0100594,01,1,01,2,1,1,3,3,5,3,3,4,1,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000059,277
0100594,02,1,01,2,2,2,3,4,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,01,002,0000059,588
0100594,05,1,01,2,1,1,2,3,2,2,2,3,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,01,002,0000059,588
0100609,01,1,01,2,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000060,732
0100609,02,1,03,1,1,1,3,3,4,5,3,1,4,4,2,2,2,3,3,4,2,1,1,3,4,2,2,2,2,2,2,01,003,0000060,1465
0100609,04,1,01,2,2,2,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000060,366
0100609,05,1,02,1,1,2,3,4,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000060,732
0100622,01,1,02,2,2,2,4,4,5,2,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000061,570
0100622,05,1,02,2,2,2,2,4,5,2,2,5,1,5,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,01,002,0000061,537
0100629,01,1,01,1,1,9,4,4,4,4,4,4,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,01,002,0000062,267
0100629,02,1,01,2,2,2,3,4,4,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,01,002,0000062,568
0100629,03,1,01,1,1,1,2,4,5,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000062,267
0100629,04,1,03,2,2,2,3,3,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,01,002,0000062,802
0100629,05,1,01,2,2,2,2,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000062,568
0100630,01,1,02,1,1,1,3,4,3,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,01,002,0000063,516
0100630,02,1,01,2,2,2,4,4,5,4,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000063,821
0100630,03,1,01,1,1,1,2,3,2,5,1,1,2,2,1,3,2,2,3,3,3,2,1,3,3,2,2,2,2,2,2,01,002,0000063,274
0100630,04,1,02,2,2,2,4,4,4,4,4,4,1,5,1,1,1,1,1,4,1,3,1,1,1,2,2,2,2,2,2,01,002,0000063,516
0100635,01,1,02,1,1,2,4,1,4,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000064,822
0100635,02,1,04,2,1,2,4,4,4,3,5,2,4,3,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,01,002,0000064,1095
0100635,03,1,02,1,1,2,1,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000064,582
0100635,04,1,02,2,1,1,2,4,4,4,4,4,3,2,2,2,1,2,2,1,2,1,1,3,2,2,2,2,2,2,2,01,002,0000064,582
0100635,05,1,04,1,1,1,4,4,4,1,1,1,3,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,01,002,0000064,1163
0100652,02,1,02,2,2,2,4,4,4,3,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000065,1084
0100652,03,1,02,2,2,2,9,4,5,4,4,5,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000065,766
0100652,04,1,02,2,2,2,3,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,002,0000065,1021
0100672,01,1,03,1,9,9,9,4,5,4,3,4,2,5,3,2,3,3,2,2,3,3,3,3,3,2,2,1,2,2,2,01,003,0000066,1015
0100672,02,1,02,2,2,2,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,003,0000066,1078
0100672,03,1,01,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000066,338
0100672,04,1,02,2,2,2,2,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000066,676
0100672,05,1,01,1,1,2,3,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000066,1437
0100673,01,1,01,2,2,2,4,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,003,0000067,1138
0100673,02,1,01,1,1,9,4,4,3,3,4,3,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,003,0000067,379
0100673,03,1,02,2,2,2,9,4,5,4,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000067,1072
0100673,04,1,02,1,1,9,3,3,2,2,2,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,01,003,0000067,1072
0100673,05,1,01,1,1,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000067,759
0100677,01,1,05,1,1,1,2,2,2,3,2,1,2,5,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,01,003,0000068,1434
0100677,03,1,02,1,1,1,4,3,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,003,0000068,860
0100677,04,1,03,1,1,1,4,4,5,4,4,1,4,5,1,1,3,3,2,3,2,1,1,2,3,1,2,2,2,1,2,01,003,0000068,810
0100677,05,1,02,1,1,9,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000068,540
0100682,01,1,01,1,9,2,3,4,5,4,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000069,222
0100682,02,1,01,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000069,236
0100682,03,1,01,1,1,1,2,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,003,0000069,472
0100682,04,1,01,2,2,2,1,4,5,3,3,5,1,5,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000069,222
0100682,05,1,02,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,003,0000069,667
0100685,01,1,04,1,1,1,3,3,3,3,3,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000070,1312
0100685,03,1,01,2,2,2,9,4,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,01,003,0000070,309
0100685,04,1,02,2,2,2,4,4,5,4,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000070,927
0100685,05,1,01,1,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,003,0000070,656
0100688,01,1,01,1,2,2,2,4,4,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000071,853
0100688,03,1,01,1,1,1,3,3,3,3,3,3,1,2,1,1,2,1,1,1,1,1,3,2,2,2,2,2,2,2,2,01,002,0000071,569
0100688,04,1,02,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,01,002,0000071,1071
0100689,01,1,05,1,2,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000072,1413
0100689,02,1,02,2,2,2,3,4,5,3,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000072,1064
0100689,03,1,03,1,1,2,3,4,4,3,2,1,3,4,1,1,1,2,2,3,1,2,1,2,2,2,2,2,2,2,2,01,002,0000072,1130
0100689,04,1,03,1,2,2,4,4,3,4,3,3,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,01,002,0000072,1130
0100689,05,1,02,2,2,2,3,4,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,002,0000072,1978
0100692,01,1,04,2,1,1,2,3,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000073,2330
0100692,03,1,03,1,1,1,4,3,3,2,2,2,1,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000073,823
0100692,04,1,01,2,2,2,3,4,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000073,874
0100692,05,1,01,1,1,2,2,3,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,01,002,0000073,583
0100712,02,1,01,2,2,2,4,4,5,1,1,1,2,5,3,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,01,001,0000074,243
0100712,03,1,01,1,1,1,9,3,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000074,1030
0100712,04,1,02,2,1,2,2,4,5,4,4,4,2,5,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000074,485
0100712,05,1,01,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000074,515
0100720,01,1,01,2,2,2,4,4,5,3,3,3,1,5,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,01,002,0000075,1432
0100720,02,1,02,2,2,2,3,4,3,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000075,539
0100720,03,1,01,1,1,9,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,002,0000075,539
0100720,04,1,01,1,1,2,3,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000075,270
0100720,05,1,01,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000075,809
0100722,01,1,01,2,2,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000076,1047
0100722,02,1,01,2,2,2,9,4,5,4,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,01,002,0000076,493
0100722,03,1,02,2,2,2,9,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000076,1232
0100722,04,1,01,2,2,2,3,4,3,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,01,002,0000076,524
0100722,05,1,01,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,002,0000076,524
0100731,01,1,01,2,2,2,9,4,4,3,2,5,4,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000077,832
0100731,02,1,01,2,2,2,9,4,5,4,3,3,4,5,4,4,1,3,2,2,1,2,2,4,2,2,2,2,2,2,2,01,001,0000077,261
0100731,03,1,02,2,2,2,9,4,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000077,522
0100731,04,1,03,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000077,2090
0100731,05,1,01,2,2,2,9,5,5,3,4,5,2,5,3,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000077,277
0100733,01,1,01,2,2,2,2,4,5,2,2,5,3,5,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,01,001,0000078,296
0100733,02,1,03,1,1,1,1,4,4,3,3,1,3,3,4,1,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000078,942
0100733,03,1,02,2,1,2,4,4,5,2,2,3,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,01,001,0000078,591
0100733,04,1,01,2,2,2,9,4,4,2,4,3,2,2,1,2,3,1,1,2,1,1,1,1,1,2,2,2,2,2,2,01,001,0000078,628
0100733,05,1,01,2,2,2,1,4,4,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000078,296
0100739,01,1,02,1,1,1,3,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,001,0000079,816
0100739,02,1,01,2,2,2,4,4,5,4,4,4,1,5,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,01,001,0000079,272
0100739,03,1,02,1,1,1,3,3,2,4,4,1,3,3,3,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,01,001,0000079,512
0100739,04,1,01,1,1,2,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,01,001,0000079,256
0100739,05,1,01,2,2,2,9,4,5,4,2,4,2,5,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000079,1793
0100749,01,1,01,2,2,2,2,4,3,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000080,746
0100749,02,1,02,1,1,1,3,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000080,497
0100749,03,1,03,1,1,1,2,4,3,3,3,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,01,001,0000080,994
0100749,04,1,02,1,1,1,2,1,2,3,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000080,468
0100749,05,1,01,2,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,01,001,0000080,497
0100752,01,1,01,2,1,2,3,2,4,2,1,1,4,2,2,1,1,2,1,1,2,1,3,2,3,2,2,2,2,2,2,01,001,0000081,284
0100752,02,1,02,1,1,2,2,2,1,5,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,01,001,0000081,603
0100752,03,1,01,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,01,001,0000081,603
0100752,04,1,01,2,2,2,3,4,4,3,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000081,905
0100768,01,1,03,1,1,1,3,4,1,5,5,1,1,5,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,01,001,0000082,843
0100768,02,1,01,2,2,9,9,3,5,4,4,5,4,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,01,001,0000082,843
0100768,03,1,03,2,2,2,2,4,5,5,2,2,2,5,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,01,001,0000082,1685
0100768,04,1,01,1,1,1,4,1,4,4,4,2,3,5,1,2,2,2,3,2,3,1,2,2,1,2,2,2,2,2,2,01,001,0000082,281
0100768,05,1,02,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,01,001,0000082,1193
0100773,01,1,02,2,2,2,3,3,1,5,3,5,1,3,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,01,001,0000083,1168
0100773,02,1,03,2,1,2,3,4,4,4,4,5,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000083,1459
0100773,03,1,01,1,2,2,1,4,4,5,4,5,3,2,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,01,001,0000083,292
0100773,04,1,02,1,1,1,3,3,3,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,001,0000083,876
0100773,05,1,02,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,01,001,0000083,930
0100784,03,1,02,9,9,1,9,5,5,4,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000084,709
0100792,01,1,01,2,1,2,2,4,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,9,01,003,0000085,701
0100792,02,1,01,2,1,2,2,3,4,1,1,2,4,5,1,3,2,2,1,2,3,3,2,3,3,2,2,2,2,2,2,01,003,0000085,1401
0100792,03,1,01,1,1,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,01,003,0000085,1319
